categories,description,dimensions,name,price,sku,stock,tags,weight
big horn,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",4 x 4 x 4 cm,Stantler,33.00,3706,278,"big horn, intimidate, stantler",157 kg
virtual,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,2 x 2 x 2 cm,Porygon2,151.00,4420,210,"porygon2, trace, virtual",71.6 kg
armor,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",3 x 3 x 3 cm,Donphan,89.00,3134,197,"armor, donphan, sturdy",264.6 kg
long nose,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",1 x 1 x 1 cm,Phanpy,129.00,7852,120,"long nose, phanpy, pickup",73.9 kg
bite,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,3 x 3 x 3 cm,Mightyena,175.00,4220,173,"bite, intimidate, mightyena",81.6 kg
bite,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,1 x 1 x 1 cm,Poochyena,130.00,4801,265,"bite, poochyena, run away",30 kg
mud fish,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",4 x 4 x 4 cm,Swampert,144.00,9105,113,"mud fish, swampert, torrent",180.6 kg
mud fish,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",2 x 2 x 2 cm,Marshtomp,152.00,6721,258,"marshtomp, mud fish, torrent",61.7 kg
mud fish,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",1 x 1 x 1 cm,Mudkip,140.00,5363,193,"mud fish, mudkip, torrent",16.8 kg
blaze,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,6 x 6 x 6 cm,Blaziken,40.00,7662,139,"blaze, blaziken",114.6 kg
young fowl,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,2 x 2 x 2 cm,Combusken,68.00,9912,257,"blaze, combusken, young fowl",43 kg
chick,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,1 x 1 x 1 cm,Torchic,28.00,5952,290,"blaze, chick, torchic",5.5 kg
forest,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,5 x 5 x 5 cm,Sceptile,37.00,4619,159,"forest, overgrow, sceptile",115.1 kg
wood gecko,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",2 x 2 x 2 cm,Grovyle,190.00,9191,195,"grovyle, overgrow, wood gecko",47.6 kg
wood gecko,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",1 x 1 x 1 cm,Treecko,96.00,4817,93,"overgrow, treecko, wood gecko",11 kg
time travel,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",2 x 2 x 2 cm,Celebi,111.00,1144,154,"celebi, natural cure, time travel",11 kg
rainbow,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,12 x 12 x 12 cm,Ho-oh,91.00,2198,228,"ho-oh, pressure, rainbow",438.7 kg
diving,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",17 x 17 x 17 cm,Lugia,86.00,2564,57,"diving, lugia, pressure",476.2 kg
armor,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",6 x 6 x 6 cm,Tyranitar,190.00,8144,86,"armor, sand stream, tyranitar",445.3 kg
hard shell,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,3 x 3 x 3 cm,Pupitar,114.00,4140,221,"hard shell, pupitar, shed skin",335.1 kg
seagull,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,2 x 2 x 2 cm,Wingull,153.00,4325,41,"keen eye, seagull, wingull",20.9 kg
swallow,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",2 x 2 x 2 cm,Swellow,88.00,6736,257,"guts, swallow, swellow",43.7 kg
tiny swallow,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",1 x 1 x 1 cm,Taillow,85.00,5591,204,"guts, taillow, tiny swallow",5.1 kg
wicked,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,4 x 4 x 4 cm,Shiftry,157.00,6957,232,"chlorophyll, shiftry, wicked",131.4 kg
wily,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,3 x 3 x 3 cm,Nuzleaf,26.00,3835,216,"chlorophyll, nuzleaf, wily",61.7 kg
acorn,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,1 x 1 x 1 cm,Seedot,26.00,8692,28,"acorn, chlorophyll, seedot",8.8 kg
carefree,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",4 x 4 x 4 cm,Ludicolo,189.00,6718,181,"carefree, ludicolo, swift swim",121.3 kg
jolly,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",3 x 3 x 3 cm,Lombre,79.00,9674,203,"jolly, lombre, swift swim",71.6 kg
water weed,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",1 x 1 x 1 cm,Lotad,161.00,5098,187,"lotad, swift swim, water weed",5.7 kg
poison moth,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",3 x 3 x 3 cm,Dustox,91.00,4491,23,"dustox, poison moth, shield dust",69.7 kg
cocoon,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",2 x 2 x 2 cm,Cascoon,166.00,3702,122,"cascoon, cocoon, shed skin",25.4 kg
butterfly,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",3 x 3 x 3 cm,Beautifly,145.00,4100,42,"beautifly, butterfly, swarm",62.6 kg
cocoon,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",2 x 2 x 2 cm,Silcoon,80.00,4018,86,"cocoon, shed skin, silcoon",22 kg
worm,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,1 x 1 x 1 cm,Wurmple,195.00,4841,34,"shield dust, worm, wurmple",7.9 kg
rushing,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",1 x 1 x 1 cm,Linoone,81.00,5845,24,"linoone, pickup, rushing",71.6 kg
tiny raccoon,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,1 x 1 x 1 cm,Zigzagoon,83.00,5175,281,"pickup, tiny raccoon, zigzagoon",38.6 kg
whisper,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",2 x 2 x 2 cm,Whismur,137.00,1446,216,"soundproof, whismur, whisper",35.9 kg
big voice,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",3 x 3 x 3 cm,Loudred,145.00,8065,95,"big voice, loudred, soundproof",89.3 kg
shed,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,2 x 2 x 2 cm,Shedinja,128.00,2572,152,"shed, shedinja, wonder guard",2.6 kg
ninja,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",2 x 2 x 2 cm,Ninjask,161.00,5002,276,"ninja, ninjask, speed boost",26.5 kg
trainee,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,1 x 1 x 1 cm,Nincada,38.00,4001,239,"compound eyes, nincada, trainee",12.1 kg
lazy,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",6 x 6 x 6 cm,Slaking,119.00,3413,145,"lazy, slaking, truant",287.7 kg
wild monkey,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",4 x 4 x 4 cm,Vigoroth,25.00,9710,299,"vigoroth, vital spirit, wild monkey",102.5 kg
slacker,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",2 x 2 x 2 cm,Slakoth,69.00,6989,300,"slacker, slakoth, truant",52.9 kg
mushroom,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,3 x 3 x 3 cm,Breloom,113.00,7305,250,"breloom, effect spore, mushroom",86.4 kg
mushroom,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",1 x 1 x 1 cm,Shroomish,31.00,8176,160,"effect spore, mushroom, shroomish",9.9 kg
eyeball,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",2 x 2 x 2 cm,Masquerain,39.00,4576,99,"eyeball, intimidate, masquerain",7.9 kg
pond skater,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",1 x 1 x 1 cm,Surskit,112.00,4453,41,"pond skater, surskit, swift swim",3.7 kg
emotion,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",2 x 2 x 2 cm,Kirlia,186.00,1243,148,"emotion, kirlia, synchronize",44.5 kg
embrace,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,5 x 5 x 5 cm,Gardevoir,34.00,8609,178,"embrace, gardevoir, synchronize",106.7 kg
feeling,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",1 x 1 x 1 cm,Ralts,151.00,1217,35,"feeling, ralts, synchronize",14.6 kg
water bird,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",3 x 3 x 3 cm,Pelipper,158.00,2276,296,"keen eye, pelipper, water bird",61.7 kg
discharge,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,4 x 4 x 4 cm,Manectric,76.00,5500,237,"discharge, manectric, static",88.6 kg
lightning,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",2 x 2 x 2 cm,Electrike,145.00,8674,124,"electrike, lightning, static",33.5 kg
meditate,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",4 x 4 x 4 cm,Medicham,77.00,2121,150,"medicham, meditate, pure power",69.4 kg
meditate,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,2 x 2 x 2 cm,Meditite,97.00,8998,11,"meditate, meditite, pure power",24.7 kg
iron armor,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",6 x 6 x 6 cm,Aggron,140.00,1323,61,"aggron, iron armor, rock head",793.7 kg
iron armor,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",2 x 2 x 2 cm,Lairon,70.00,7087,236,"iron armor, lairon, rock head",264.6 kg
iron armor,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",1 x 1 x 1 cm,Aron,149.00,1520,104,"aron, iron armor, rock head",132.3 kg
deceiver,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",2 x 2 x 2 cm,Mawile,119.00,2329,133,"deceiver, intimidate, mawile",25.4 kg
darkness,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,1 x 1 x 1 cm,Sableye,81.00,2323,12,"darkness, keen eye, sableye",24.3 kg
prim,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",3 x 3 x 3 cm,Delcatty,170.00,3487,148,"cute charm, delcatty, prim",71.9 kg
kitten,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",2 x 2 x 2 cm,Skitty,156.00,7257,27,"cute charm, kitten, skitty",24.3 kg
compass,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",3 x 3 x 3 cm,Nosepass,41.00,5893,111,"compass, nosepass, sturdy",213.8 kg
polka dot,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",None,Azurill,70.00,7001,37,"azurill, polka dot, thick fat",4.4 kg
arm thrust,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",7 x 7 x 7 cm,Hariyama,176.00,2656,275,"arm thrust, guts, hariyama",559.5 kg
guts,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",3 x 3 x 3 cm,Makuhita,30.00,2035,109,"guts, makuhita",190.5 kg
loud noise,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,4 x 4 x 4 cm,Exploud,161.00,2334,89,"exploud, loud noise, soundproof",185.2 kg
manipulate,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",2 x 2 x 2 cm,Grumpig,182.00,6263,60,"grumpig, manipulate, own tempo",157.6 kg
bounce,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,2 x 2 x 2 cm,Spoink,163.00,7700,208,"bounce, own tempo, spoink",67.5 kg
coal,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",1 x 1 x 1 cm,Torkoal,98.00,4605,282,"coal, torkoal, white smoke",177.2 kg
eruption,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,6 x 6 x 6 cm,Camerupt,124.00,7274,27,"camerupt, eruption, magma armor",485 kg
numb,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",2 x 2 x 2 cm,Numel,170.00,1767,179,"numb, numel, oblivious",52.9 kg
float whale,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",47 x 47 x 47 cm,Wailord,150.00,7833,47,"float whale, oblivious, wailord",877.4 kg
ball whale,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",6 x 6 x 6 cm,Wailmer,90.00,7524,115,"ball whale, oblivious, wailmer",286.6 kg
brutal,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,5 x 5 x 5 cm,Sharpedo,129.00,8327,160,"brutal, rough skin, sharpedo",195.8 kg
savage,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",2 x 2 x 2 cm,Carvanha,25.00,8826,80,"carvanha, rough skin, savage",45.9 kg
poison bag,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",5 x 5 x 5 cm,Swalot,130.00,2075,133,"liquid ooze, poison bag, swalot",176.4 kg
stomach,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,1 x 1 x 1 cm,Gulpin,136.00,5122,35,"gulpin, liquid ooze, stomach",22.7 kg
thorn,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",1 x 1 x 1 cm,Roselia,90.00,2703,114,"poison point, roselia, thorn",4.4 kg
firefly,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,2 x 2 x 2 cm,Illumise,167.00,7540,77,"firefly, illumise, tinted lens",39 kg
firefly,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",2 x 2 x 2 cm,Volbeat,123.00,1715,79,"firefly, swarm, volbeat",39 kg
cheering,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",1 x 1 x 1 cm,Minun,193.00,2294,215,"cheering, minun, minus",9.3 kg
cheering,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",1 x 1 x 1 cm,Plusle,56.00,5972,243,"cheering, plus, plusle",9.3 kg
clay doll,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",4 x 4 x 4 cm,Claydol,197.00,3698,128,"clay doll, claydol, levitate",238.1 kg
clay doll,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",1 x 1 x 1 cm,Baltoy,167.00,8305,159,"baltoy, clay doll, levitate",47.4 kg
rogue,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",3 x 3 x 3 cm,Crawdaunt,173.00,3652,21,"crawdaunt, rogue, shell armor",72.3 kg
ruffian,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,2 x 2 x 2 cm,Corphish,178.00,8905,62,"corphish, ruffian, shell armor",25.4 kg
whiskers,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",2 x 2 x 2 cm,Whiscash,179.00,6220,266,"oblivious, whiscash, whiskers",52 kg
meteorite,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,3 x 3 x 3 cm,Solrock,57.00,5510,91,"levitate, meteorite, solrock",339.5 kg
meteorite,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",3 x 3 x 3 cm,Lunatone,177.00,5917,91,"levitate, lunatone, meteorite",370.4 kg
fang snake,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,8 x 8 x 8 cm,Seviper,107.00,9903,300,"fang snake, seviper, shed skin",115.7 kg
humming,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,3 x 3 x 3 cm,Altaria,104.00,9924,136,"altaria, humming, natural cure",45.4 kg
cotton bird,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",1 x 1 x 1 cm,Swablu,121.00,3915,169,"cotton bird, natural cure, swablu",2.6 kg
scarecrow,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",4 x 4 x 4 cm,Cacturne,31.00,8491,204,"cacturne, sand veil, scarecrow",170.6 kg
cactus,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",1 x 1 x 1 cm,Cacnea,105.00,5000,31,"cacnea, cactus, sand veil",113.1 kg
mystic,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",6 x 6 x 6 cm,Flygon,174.00,4103,42,"flygon, levitate, mystic",180.8 kg
vibration,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",3 x 3 x 3 cm,Vibrava,200.00,9249,218,"levitate, vibration, vibrava",33.7 kg
ant pit,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,2 x 2 x 2 cm,Trapinch,116.00,4740,269,"ant pit, arena trap, trapinch",33.1 kg
spot panda,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,3 x 3 x 3 cm,Spinda,149.00,7350,156,"spinda, spot panda, tangled feet",11 kg
bright,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",2 x 2 x 2 cm,Wynaut,168.00,9836,155,"bright, shadow tag, wynaut",30.9 kg
disaster,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",3 x 3 x 3 cm,Absol,134.00,3431,59,"absol, disaster, pressure",103.6 kg
wind chime,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",2 x 2 x 2 cm,Chimecho,51.00,6688,43,"chimecho, levitate, wind chime",2.2 kg
fruit,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,6 x 6 x 6 cm,Tropius,196.00,7266,66,"chlorophyll, fruit, tropius",220.5 kg
beckon,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",5 x 5 x 5 cm,Dusclops,39.00,4994,82,"beckon, dusclops, pressure",67.5 kg
requiem,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,2 x 2 x 2 cm,Duskull,139.00,6627,75,"duskull, levitate, requiem",33.1 kg
marionette,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",3 x 3 x 3 cm,Banette,104.00,6213,233,"banette, insomnia, marionette",27.6 kg
puppet,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",2 x 2 x 2 cm,Shuppet,174.00,7348,138,"insomnia, puppet, shuppet",5.1 kg
color swap,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",3 x 3 x 3 cm,Kecleon,100.00,2351,53,"color change, color swap, kecleon",48.5 kg
weather,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",1 x 1 x 1 cm,Castform,119.00,9535,131,"castform, forecast, weather",1.8 kg
tender,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",20 x 20 x 20 cm,Milotic,152.00,4867,79,"marvel scale, milotic, tender",357.1 kg
fish,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",2 x 2 x 2 cm,Feebas,194.00,6505,146,"feebas, fish, oblivious",16.3 kg
plate,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",4 x 4 x 4 cm,Armaldo,42.00,3328,78,"armaldo, battle armor, plate",150.4 kg
old shrimp,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",2 x 2 x 2 cm,Anorith,64.00,2511,222,"anorith, battle armor, old shrimp",27.6 kg
barnacle,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",4 x 4 x 4 cm,Cradily,154.00,5809,183,"barnacle, cradily, suction cups",133.2 kg
sea lily,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",3 x 3 x 3 cm,Lileep,87.00,2965,268,"lileep, sea lily, suction cups",52.5 kg
rendezvous,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,2 x 2 x 2 cm,Luvdisc,44.00,4868,190,"luvdisc, rendezvous, swift swim",19.2 kg
iron leg,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",5 x 5 x 5 cm,Metagross,170.00,8825,177,"clear body, iron leg, metagross",1212.5 kg
iron claw,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",3 x 3 x 3 cm,Metang,78.00,6906,227,"clear body, iron claw, metang",446.4 kg
